,LSOA21CD,LAT,LONG,curtailment_risk
17503,E01018459,53.11085,-2.4552,4
17504,E01018460,53.10874,-2.44725,5
17505,E01018461,53.10729,-2.45282,1
17506,E01018462,53.1013,-2.44604,2
17507,E01018463,53.1034,-2.43611,2
17508,E01018464,53.09764,-2.43808,5
17509,E01018466,53.10388,-2.45605,4
17510,E01018468,53.0993,-2.40623,1
17511,E01018469,53.11559,-2.40085,4
17512,E01018470,53.10836,-2.36689,3
17513,E01018471,53.10171,-2.39881,1
17514,E01018472,53.11578,-2.45086,5
17515,E01018473,53.11767,-2.45789,3
17516,E01018474,53.11411,-2.4642,1
17517,E01018475,53.1213,-2.45561,1
17518,E01018476,53.10788,-2.43943,4
17519,E01018477,53.10817,-2.42788,5
17520,E01018478,53.1134,-2.4255,3
17521,E01018479,53.11863,-2.43762,1
17522,E01018481,53.07745,-2.67691,5
17523,E01018482,53.10109,-2.49087,4
17524,E01018483,53.10127,-2.47476,3
17525,E01018484,53.10923,-2.4693,1
17526,E01018485,53.10393,-2.46584,2
17527,E01018486,53.09103,-2.4384,1
17528,E01018487,53.09306,-2.44477,4
17529,E01018488,53.0894,-2.4532,1
17530,E01018489,53.08947,-2.44608,1
17531,E01018490,53.08194,-2.47251,2
17532,E01018491,53.07559,-2.49006,1
17533,E01018492,53.08196,-2.46356,2
17534,E01018493,53.06372,-2.44982,2
17535,E01018494,53.06735,-2.44188,2
17536,E01018495,53.06081,-2.46503,5
17537,E01018496,53.09289,-2.45703,1
17538,E01018497,53.09581,-2.45022,2
17539,E01018498,53.09662,-2.46606,3
17540,E01018499,53.10638,-2.4191,5
17541,E01018500,53.10105,-2.42209,1
17542,E01018501,53.09412,-2.42444,5
17543,E01018502,53.08936,-2.41663,5
17544,E01018503,53.0567,-2.51865,4
17545,E01018504,53.06296,-2.51946,1
17546,E01018505,53.07051,-2.46319,3
17547,E01018506,53.07739,-2.45261,4
17548,E01018507,53.07623,-2.45925,3
17549,E01018508,53.06881,-2.49556,2
17550,E01018509,53.06789,-2.47609,4
17551,E01018510,53.08947,-2.49257,3
17552,E01018511,53.08877,-2.47314,2
17553,E01018512,53.09159,-2.46597,4
17554,E01018513,53.08624,-2.45994,1
17555,E01018514,53.0269,-2.63004,4
17556,E01018515,53.02254,-2.43884,5
17557,E01018516,53.04757,-2.43756,2
17558,E01018518,53.26685,-3.0443,5
17559,E01018519,53.28015,-2.90328,5
17560,E01018520,53.27932,-2.89395,2
17561,E01018521,53.27519,-2.89875,1
17562,E01018522,53.2795,-2.91831,2
17563,E01018523,53.27936,-2.92846,3
17564,E01018524,53.28213,-2.92963,4
17565,E01018525,53.28008,-2.91102,3
17566,E01018526,53.2628,-2.9147,4
17567,E01018527,53.26468,-2.9209,1
17568,E01018528,53.27742,-2.95523,3
17569,E01018529,53.27511,-2.9492,1
17570,E01018530,53.28215,-2.96113,3
17571,E01018531,53.28535,-2.95055,2
17572,E01018532,53.28377,-3.05443,1
17573,E01018533,53.28434,-3.0379,5
17574,E01018534,53.29393,-3.06139,1
17575,E01018535,53.3003,-3.04858,4
17576,E01018536,53.29655,-3.07883,1
17577,E01018537,53.29502,-3.09268,2
17578,E01018538,53.2753,-2.913,2
17579,E01018539,53.27456,-2.91993,3
17580,E01018540,53.2703,-2.91549,5
17581,E01018541,53.27698,-2.93481,5
17582,E01018542,53.28216,-2.93567,1
17583,E01018543,53.28296,-2.94147,5
17584,E01018544,53.27772,-3.06125,4
17585,E01018545,53.27482,-3.07883,1
17586,E01018546,53.28729,-2.9279,4
17587,E01018547,53.28751,-2.93456,5
17588,E01018548,53.29238,-2.93344,4
17589,E01018549,53.28874,-2.94323,4
17590,E01018550,53.26863,-2.88449,3
17591,E01018551,53.26661,-2.88268,3
17592,E01018552,53.28834,-2.82263,1
17593,E01018553,53.2735,-2.88973,1
17594,E01018554,53.25773,-2.91933,1
17595,E01018555,53.26231,-2.92623,5
17596,E01018556,53.27091,-2.93277,1
17597,E01018557,53.27269,-2.9262,4
17598,E01018558,53.26892,-2.92109,1
17599,E01018559,53.26655,-2.92904,5
17600,E01018560,53.27079,-2.94394,4
17601,E01018561,53.26842,-2.93734,4
17602,E01018562,53.25571,-2.92621,5
17603,E01018565,53.27544,-2.90513,2
17604,E01018566,53.26652,-2.89488,3
17605,E01018567,53.26494,-2.90482,3
17606,E01018568,53.26092,-2.89878,1
17607,E01018569,53.29578,-2.99416,3
17608,E01018570,53.29032,-2.97667,2
17609,E01018571,53.29048,-3.01672,2
17610,E01018572,53.30095,-2.25417,1
17611,E01018573,53.30217,-2.22175,3
17612,E01018574,53.30289,-2.23552,2
17613,E01018575,53.29476,-2.10739,3
17614,E01018576,53.30426,-2.09414,1
17615,E01018577,53.28856,-2.10015,4
17616,E01018578,53.29221,-2.11988,4
17617,E01018579,53.28674,-2.11855,4
17618,E01018580,53.28292,-2.2491,5
17619,E01018581,53.26652,-2.29132,1
17620,E01018582,53.33224,-2.19955,3
17621,E01018583,53.33831,-2.2206,2
17622,E01018584,53.33115,-2.21464,2
17623,E01018585,53.35417,-2.03216,5
17624,E01018586,53.33114,-2.04481,3
17625,E01018587,53.35908,-2.04827,2
17626,E01018588,53.31916,-2.24694,2
17627,E01018589,53.31431,-2.24436,5
17628,E01018590,53.31557,-2.25809,4
17629,E01018591,53.21179,-2.1573,1
17630,E01018592,53.35499,-2.22258,5
17631,E01018593,53.34678,-2.19974,4
17632,E01018594,53.35361,-2.21188,3
17633,E01018595,53.34758,-2.21981,3
17634,E01018596,53.33878,-2.21337,1
17635,E01018598,53.32516,-2.46907,3
17636,E01018599,53.349,-2.44689,4
17637,E01018600,53.31688,-2.21707,3
17638,E01018601,53.32323,-2.23811,4
17639,E01018602,53.32894,-2.23272,2
17640,E01018603,53.29686,-2.37764,4
17641,E01018604,53.29859,-2.38349,3
17642,E01018605,53.31271,-2.3791,4
17643,E01018606,53.3051,-2.378,3
17644,E01018607,53.29638,-2.34298,1
17645,E01018608,53.29915,-2.35949,2
17646,E01018609,53.30625,-2.35789,3
17647,E01018610,53.30475,-2.3634,5
17648,E01018611,53.31242,-2.35046,3
17649,E01018612,53.3414,-2.22786,5
17650,E01018613,53.33701,-2.23488,1
17651,E01018614,53.26342,-2.15269,2
17652,E01018615,53.26506,-2.12996,4
17653,E01018616,53.26428,-2.14222,4
17654,E01018617,53.26987,-2.13903,5
17655,E01018618,53.26775,-2.1606,4
17656,E01018619,53.26956,-2.17128,1
17657,E01018620,53.27292,-2.14806,3
17658,E01018621,53.26192,-2.16363,4
17659,E01018622,53.26085,-2.13278,1
17660,E01018623,53.25484,-2.13701,5
17661,E01018624,53.25823,-2.12779,1
17662,E01018625,53.25537,-2.13204,4
17663,E01018627,53.25367,-2.11606,5
17664,E01018628,53.25564,-2.08114,3
17665,E01018629,53.26635,-2.11896,4
17666,E01018630,53.26559,-2.11065,3
17667,E01018631,53.27452,-2.11307,5
17668,E01018632,53.2558,-2.14324,1
17669,E01018633,53.25343,-2.14782,5
17670,E01018634,53.24964,-2.15408,5
17671,E01018635,53.25127,-2.13296,1
17672,E01018636,53.24885,-2.1387,1
17673,E01018637,53.24261,-2.13906,1
17674,E01018638,53.23389,-2.12731,2
17675,E01018639,53.24607,-2.11972,2
17676,E01018640,53.24725,-2.12575,2
17677,E01018641,53.27761,-2.12113,1
17678,E01018642,53.2739,-2.13426,3
17679,E01018643,53.27994,-2.13489,2
17680,E01018644,53.27102,-2.12588,4
17681,E01018645,53.25528,-2.15377,1
17682,E01018646,53.25307,-2.16169,3
17683,E01018647,53.25798,-2.16053,3
17684,E01018648,53.33387,-2.39826,5
17685,E01018649,53.32199,-2.29879,4
17686,E01018650,53.33207,-2.33056,4
17687,E01018651,53.34169,-2.26054,3
17688,E01018652,53.33211,-2.24322,2
17689,E01018653,53.32537,-2.25114,5
17690,E01018654,53.27502,-2.3673,5
17691,E01018655,53.35068,-2.11697,3
17692,E01018657,53.34296,-2.12317,3
17693,E01018658,53.34137,-2.11779,1
17694,E01018659,53.35648,-2.1074,5
17695,E01018661,53.35207,-2.0907,5
17696,E01018662,53.3467,-2.14296,5
17697,E01018663,53.34494,-2.12954,2
17698,E01018664,53.35709,-2.12713,1
17699,E01018665,53.35755,-2.13745,3
17700,E01018666,53.27825,-2.15723,4
17701,E01018667,53.30816,-2.17439,4
17702,E01018668,53.31987,-2.12367,1
17703,E01018669,53.28806,-2.05636,3
17704,E01018670,53.23171,-2.05209,3
17705,E01018671,53.27738,-2.54896,2
17706,E01018672,53.2766,-2.55937,1
17707,E01018673,53.27276,-2.54286,4
17708,E01018674,53.26595,-2.5516,3
17709,E01018675,53.28524,-2.55563,3
17710,E01018676,53.24322,-2.60382,1
17711,E01018677,53.22014,-2.63481,3
17712,E01018678,53.23437,-2.58302,5
17713,E01018679,53.22903,-2.60365,5
17714,E01018680,53.21906,-2.47925,5
17715,E01018681,53.21739,-2.51504,2
17716,E01018682,53.22438,-2.52563,1
17717,E01018683,53.23274,-2.50792,4
17718,E01018684,53.25223,-2.70823,2
17719,E01018685,53.30135,-2.71808,1
17720,E01018686,53.29771,-2.70421,3
17721,E01018687,53.29146,-2.69806,3
17722,E01018688,53.29461,-2.72266,2
17723,E01018689,53.29958,-2.75319,3
17724,E01018690,53.2768,-2.72602,1
17725,E01018691,53.24806,-2.54088,3
17726,E01018692,53.2165,-2.57219,5
17727,E01018693,53.24769,-2.56058,4
17728,E01018694,53.23836,-2.54217,4
17729,E01018695,53.26525,-2.77263,5
17730,E01018696,53.27902,-2.76777,3
17731,E01018697,53.27232,-2.76893,5
17732,E01018698,53.2716,-2.68222,5
17733,E01018699,53.2435,-2.51142,3
17734,E01018700,53.24336,-2.51893,2
17735,E01018701,53.24513,-2.5007,5
17736,E01018702,53.23891,-2.52088,4
17737,E01018703,53.25107,-2.5076,3
17738,E01018704,53.27605,-2.46916,5
17739,E01018705,53.28317,-2.47545,5
17740,E01018706,53.27173,-2.4492,3
17741,E01018707,53.20546,-2.67106,5
17742,E01018708,53.27992,-2.62646,1
17743,E01018709,53.25429,-2.52338,4
17744,E01018710,53.25093,-2.52722,3
17745,E01018711,53.25575,-2.53228,2
17746,E01018712,53.25873,-2.52166,2
17747,E01018714,53.26437,-2.5081,3
17748,E01018715,53.26226,-2.48637,2
17749,E01018716,53.25652,-2.49527,4
17750,E01018717,53.25626,-2.5029,2
17751,E01018718,53.24624,-2.47392,3
17752,E01018719,53.25431,-2.48865,1
17753,E01018720,53.25068,-2.48739,4
17754,E01018721,53.30709,-2.55021,4
17755,E01018722,53.24452,-2.4112,2
17756,E01018723,53.15947,-2.67577,1
17757,E01018724,53.16108,-2.65945,4
17758,E01018725,53.17564,-2.60788,4
17759,E01018726,53.26585,-2.57129,2
17760,E01018727,53.2578,-2.58452,4
17761,E01018728,53.25748,-2.56037,3
17762,E01018729,53.25646,-2.57504,3
17763,E01018730,53.18497,-2.53159,1
17764,E01018731,53.18874,-2.52063,3
17765,E01018732,53.18963,-2.53357,2
17766,E01018733,53.18695,-2.48727,1
17767,E01018734,53.19297,-2.50557,2
17768,E01018735,53.18581,-2.50542,1
17769,E01018736,53.18957,-2.54432,1
17770,E01018737,53.18971,-2.56061,1
17771,E01018738,53.18193,-2.5611,1
17772,E01018739,53.18282,-2.54527,3
17773,E01018740,53.17705,-2.5333,3
17774,E01018741,53.18315,-2.53752,5
17775,E01018742,53.17703,-2.52676,2
17776,E01018743,53.20514,-2.54094,5
17777,E01018744,53.19806,-2.54938,3
17778,E01018745,53.19278,-2.54164,5
17779,E01018746,53.19567,-2.53018,4
17780,E01018747,53.19591,-2.51258,3
17781,E01018748,53.19828,-2.50374,5
17782,E01018749,53.20323,-2.50115,4
17783,E01018750,50.4991,-4.31249,4
17784,E01018751,50.49078,-4.31098,1
17785,E01018752,50.51473,-4.31428,4
17786,E01018753,50.52124,-4.257,2
17787,E01018754,50.523,-4.22295,2
17788,E01018755,50.51056,-4.21513,4
17789,E01018756,50.50225,-4.23189,3
17790,E01018757,50.38383,-4.36659,2
17791,E01018759,50.40673,-4.43243,5
17792,E01018760,50.39502,-4.52239,4
17793,E01018761,50.35591,-4.53353,3
17794,E01018762,50.34568,-4.50415,4
17795,E01018763,50.4211,-4.30231,3
17796,E01018764,50.44798,-4.24412,5
17797,E01018765,50.47461,-4.2778,1
17798,E01018766,50.42054,-4.62194,1
17799,E01018767,50.45771,-4.46023,4
17800,E01018768,50.45424,-4.44876,4
17801,E01018770,50.45212,-4.47111,4
17802,E01018771,50.45196,-4.46182,4
17803,E01018772,50.44762,-4.47709,1
17804,E01018773,50.34578,-4.46871,2
17805,E01018774,50.37201,-4.42289,4
17806,E01018777,50.53341,-4.41321,1
17807,E01018778,50.44687,-4.40894,1
17808,E01018779,50.49201,-4.37716,3
17809,E01018780,50.35399,-4.22517,5
17810,E01018781,50.35138,-4.25206,4
17811,E01018782,50.48588,-4.48992,3
17812,E01018783,50.49202,-4.44214,2
17813,E01018784,50.5085,-4.53568,2
17814,E01018785,50.40908,-4.35054,3
17815,E01018786,50.41179,-4.22797,5
17816,E01018787,50.42133,-4.24848,4
17817,E01018788,50.41088,-4.23345,5
17818,E01018789,50.40415,-4.22052,5
17819,E01018790,50.40815,-4.22223,3
17820,E01018791,50.40689,-4.21606,1
17821,E01018792,50.41708,-4.22127,2
17822,E01018793,50.41178,-4.21087,4
17823,E01018794,50.40617,-4.23204,1
17824,E01018795,50.3952,-4.25985,4
17825,E01018796,50.40955,-4.23816,5
17826,E01018797,50.37231,-4.1975,5
17827,E01018798,50.37561,-4.19905,1
17828,E01018799,50.38032,-4.20376,3
17829,E01018800,50.37281,-4.21323,1
17830,E01018803,50.15,-5.05588,5
17831,E01018804,50.15378,-5.06985,5
17832,E01018805,50.14612,-5.07065,3
17833,E01018806,50.14978,-5.07899,1
17834,E01018807,50.25449,-5.0551,3
17835,E01018808,50.25866,-5.05962,5
17836,E01018810,50.26158,-5.06476,3
17837,E01018811,50.14299,-5.09003,2
17838,E01018812,50.14653,-5.08245,3
17839,E01018813,50.13585,-5.08515,2
17840,E01018814,50.15121,-5.09086,4
17841,E01018815,50.32456,-5.04925,3
17842,E01018816,50.21154,-5.06295,4
17843,E01018817,50.23578,-5.10519,1
17844,E01018818,50.22986,-5.09019,1
17845,E01018819,50.26499,-5.11631,2
17846,E01018820,50.26246,-5.16167,2
17847,E01018821,50.28802,-5.09457,5
17848,E01018822,50.26031,-5.10721,5
17849,E01018823,50.26783,-5.04621,3
17850,E01018824,50.27296,-5.0393,2
17851,E01018825,50.27783,-5.22112,4
17852,E01018826,50.27739,-5.18953,1
17853,E01018827,50.19416,-5.08803,5
17854,E01018828,50.17645,-5.08424,2
17855,E01018829,50.22424,-5.16139,4
17856,E01018830,50.21812,-5.12049,1
17857,E01018831,50.3684,-5.05927,4
17858,E01018832,50.38589,-5.10609,4
17859,E01018833,50.34936,-5.11947,2
17860,E01018834,50.16652,-5.11813,3
17861,E01018835,50.17269,-5.11366,4
17862,E01018836,50.16692,-5.10572,5
17863,E01018837,50.17386,-5.1005,5
17864,E01018838,50.15776,-5.08023,4
17865,E01018839,50.15884,-5.07456,2
17866,E01018840,50.1542,-5.0767,3
17867,E01018841,50.16264,-5.08165,4
17868,E01018842,50.34473,-5.14249,4
17869,E01018843,50.31244,-5.12987,1
17870,E01018844,50.34802,-5.15293,1
17871,E01018845,50.28206,-4.92488,1
17872,E01018846,50.25801,-4.98107,4
17873,E01018847,50.33187,-4.96431,5
17874,E01018848,50.29231,-4.95374,1
17875,E01018849,50.19076,-4.99252,1
17876,E01018850,50.22751,-4.92276,4
17877,E01018851,50.31568,-5.20521,3
17878,E01018853,50.26742,-5.03531,2
17879,E01018854,50.25619,-5.03511,4
17880,E01018856,50.26631,-5.08186,4
17881,E01018857,50.2739,-5.06958,5
17882,E01018858,50.27085,-5.06092,1
17883,E01018859,50.15526,-5.08804,2
17884,E01018860,50.16038,-5.08966,5
17885,E01018861,50.10876,-5.33569,2
17886,E01018862,50.10987,-5.38696,2
17887,E01018863,50.16859,-5.28632,1
17888,E01018864,50.14878,-5.35065,5
17889,E01018865,50.22538,-5.29093,3
17890,E01018866,50.22095,-5.29791,5
17891,E01018868,50.21615,-5.29509,2
17892,E01018869,50.21016,-5.27662,1
17893,E01018870,50.21168,-5.28525,4
17894,E01018871,50.20705,-5.29588,2
17895,E01018872,50.19226,-5.28152,2
17896,E01018873,50.2011,-5.28646,5
17897,E01018874,50.21991,-5.30737,2
17898,E01018875,50.21386,-5.30738,4
17899,E01018876,50.22367,-5.34058,2
17900,E01018877,50.20005,-5.30901,5
17901,E01018878,50.21265,-5.29837,2
17902,E01018879,50.11836,-5.12008,1
17903,E01018880,50.12028,-5.19459,2
17904,E01018881,49.99891,-5.19393,1
17905,E01018882,50.10755,-5.28311,4
17906,E01018883,50.10805,-5.25229,5
17907,E01018884,50.1133,-5.26535,3
17908,E01018885,50.10455,-5.27416,2
17909,E01018886,50.08743,-5.26139,1
17910,E01018887,50.09448,-5.28174,4
17911,E01018888,50.10294,-5.26316,2
17912,E01018889,50.24525,-5.26061,1
17913,E01018890,50.23628,-5.28076,3
17914,E01018891,50.2418,-5.30583,5
17915,E01018892,50.26725,-5.25887,1
17916,E01018893,50.25184,-5.26638,5
17917,E01018894,50.20956,-5.24703,4
17918,E01018895,50.22822,-5.25392,3
17919,E01018896,50.23713,-5.25822,5
17920,E01018897,50.2169,-5.26695,5
17921,E01018898,50.23119,-5.26209,4
17922,E01018899,50.15845,-5.14399,2
17923,E01018900,50.14356,-5.1199,5
17924,E01018901,50.18691,-5.12549,2
17925,E01018902,50.07172,-5.15462,2
17926,E01018903,50.06501,-5.2499,5
17927,E01018904,50.01057,-5.2277,1
17928,E01018905,50.1294,-5.2876,1
17929,E01018906,50.08764,-5.31893,2
17930,E01018907,50.0818,-5.3107,2
17931,E01018908,50.24932,-5.23224,4
17932,E01018909,50.23919,-5.22449,5
17933,E01018910,50.2422,-5.2296,5
17934,E01018911,50.23517,-5.23138,3
17935,E01018912,50.24097,-5.21016,3
17936,E01018913,50.23147,-5.22305,1
17937,E01018914,50.22023,-5.22914,1
17938,E01018915,50.22751,-5.2204,1
17939,E01018916,50.21294,-5.19247,4
17940,E01018917,50.2223,-5.20697,3
17941,E01018918,50.24054,-5.19018,1
17942,E01018919,50.22771,-5.18592,5
17943,E01018920,50.04352,-5.11981,3
17944,E01018921,50.18031,-5.17709,2
17945,E01018922,50.16147,-5.22551,5
17946,E01018923,50.53427,-4.74372,1
17947,E01018924,50.5038,-4.85253,1
17948,E01018925,50.59762,-4.53789,2
17949,E01018926,50.52061,-4.66156,2
17950,E01018927,50.47386,-4.73433,1
17951,E01018928,50.47108,-4.72727,4
17952,E01018929,50.46711,-4.74623,2
17953,E01018930,50.46565,-4.73139,4
17954,E01018931,50.45906,-4.73461,5
17955,E01018932,50.47569,-4.70803,5
17956,E01018933,50.47063,-4.71926,4
17957,E01018934,50.46328,-4.68697,4
17958,E01018935,50.45982,-4.71542,1
17959,E01018936,50.83093,-4.54492,5
17960,E01018937,50.82462,-4.53214,5
17961,E01018938,50.81846,-4.54314,5
17962,E01018940,50.59918,-4.74212,5
17963,E01018941,50.63583,-4.73953,2
17964,E01018942,50.66253,-4.73415,3
17965,E01018943,50.8862,-4.50263,2
17966,E01018944,50.44567,-4.71995,4
17967,E01018945,50.45488,-4.79476,2
17968,E01018946,50.62794,-4.36954,5
17969,E01018948,50.64702,-4.37456,5
17970,E01018949,50.644,-4.35832,5
17971,E01018950,50.63923,-4.35714,4
17972,E01018951,50.80275,-4.50836,2
17973,E01018952,50.64383,-4.40589,1
17974,E01018953,50.6889,-4.44723,5
17975,E01018954,50.49342,-4.99101,3
17976,E01018955,50.52166,-4.99976,3
17977,E01018956,50.50282,-4.92234,1
17978,E01018957,50.53799,-4.96326,2
17979,E01018958,50.54244,-4.94217,5
17980,E01018959,50.84697,-4.52511,5
17981,E01018960,50.82699,-4.51939,2
17982,E01018961,50.83833,-4.54787,2
17983,E01018962,50.56513,-4.80615,1
17984,E01018965,50.60915,-4.38867,2
17985,E01018966,50.57201,-4.32699,4
17986,E01018967,50.53824,-4.31128,2
17987,E01018968,50.65652,-4.54145,3
17988,E01018969,50.70412,-4.64504,4
17989,E01018970,50.52204,-4.83198,2
17990,E01018971,50.51512,-4.84559,3
17991,E01018972,50.51274,-4.83456,2
17992,E01018973,50.51509,-4.82344,3
17993,E01018974,50.73713,-4.47377,4
17994,E01018975,50.12213,-5.42983,4
17995,E01018976,50.12473,-5.56314,2
17996,E01018977,50.12582,-5.55129,1
17997,E01018978,50.17961,-5.39286,3
17998,E01018979,50.18026,-5.35149,5
17999,E01018980,50.21449,-5.37809,5
18000,E01018981,50.19408,-5.40276,3
18001,E01018982,50.19659,-5.42082,5
18002,E01018983,50.18016,-5.42441,3
18003,E01018985,50.18542,-5.45904,4
18004,E01018986,50.19502,-5.45538,1
18005,E01018987,50.17665,-5.50754,4
18006,E01018988,50.13798,-5.49067,5
18007,E01018989,50.15568,-5.57666,3
18008,E01018990,50.12041,-5.44895,1
18009,E01018991,50.15492,-5.65097,4
18010,E01018992,50.11192,-5.67067,3
18011,E01018993,50.12273,-5.68375,5
18012,E01018994,50.12064,-5.54915,4
18013,E01018995,50.12073,-5.54062,5
18014,E01018996,50.12584,-5.52927,4
18015,E01018997,50.12749,-5.53907,3
18016,E01018998,50.12319,-5.53679,1
18017,E01018999,50.12011,-5.53469,3
18018,E01019000,50.11195,-5.54847,3
18019,E01019001,50.11538,-5.53599,5
18020,E01019002,50.08536,-5.54952,5
18021,E01019003,50.10746,-5.5568,1
18022,E01019004,50.0986,-5.54868,2
18023,E01019005,50.06895,-5.6671,2
18024,E01019006,50.09687,-5.5997,2
18025,E01019007,50.14982,-5.42026,2
18026,E01019008,50.20986,-5.48886,2
18027,E01019009,50.20294,-5.50673,2
18028,E01019010,50.21222,-5.49073,5
18029,E01019011,50.2021,-5.48134,5
18030,E01019012,50.21215,-5.4805,5
18031,E01019013,50.34481,-4.76005,2
18032,E01019014,50.34702,-4.76992,2
18033,E01019015,50.34418,-4.7752,4
18034,E01019016,50.35036,-4.77037,1
18035,E01019018,50.41052,-5.06841,2
18036,E01019019,50.41414,-5.06649,1
18037,E01019020,50.41448,-5.07293,1
18038,E01019021,50.4057,-5.07221,1
18039,E01019022,50.40932,-5.0799,2
18040,E01019023,50.40491,-5.06455,2
18041,E01019024,50.36983,-4.69079,3
18042,E01019025,50.37134,-4.66563,3
18043,E01019026,50.353,-4.70076,4
18044,E01019027,50.33825,-4.63931,4
18045,E01019028,50.41744,-5.09377,4
18046,E01019029,50.41402,-5.08343,4
18047,E01019030,50.41108,-5.09626,4
18048,E01019031,50.40144,-5.10364,3
18049,E01019032,50.33737,-4.80593,5
18050,E01019033,50.33485,-4.79741,3
18051,E01019034,50.35021,-4.80516,2
18052,E01019035,50.39842,-4.67128,5
18053,E01019036,50.39358,-4.74054,1
18054,E01019037,50.42333,-4.67846,5
18055,E01019038,50.26443,-4.79293,5
18056,E01019039,50.24819,-4.82414,1
18057,E01019040,50.28344,-4.78967,5
18058,E01019041,50.33798,-4.78271,3
18059,E01019042,50.33881,-4.7715,4
18060,E01019043,50.33471,-4.78223,2
18061,E01019044,50.34092,-4.76676,3
18062,E01019045,50.35265,-4.78015,3
18063,E01019046,50.34442,-4.78012,1
18064,E01019047,50.34298,-4.79184,4
18065,E01019048,50.43367,-5.04523,5
18066,E01019050,50.4187,-5.01304,2
18067,E01019051,50.42173,-5.043,5
18068,E01019052,50.44172,-4.86836,4
18069,E01019053,50.41036,-4.81313,1
18070,E01019054,50.38542,-4.85525,3
18071,E01019055,50.38529,-4.88265,5
18072,E01019056,50.35583,-4.72187,1
18073,E01019057,50.36204,-4.72874,4
18074,E01019058,50.34756,-4.71099,2
18075,E01019059,50.35078,-4.7274,4
18076,E01019060,50.45608,-4.9681,5
18077,E01019061,50.43737,-4.94268,2
18078,E01019062,50.4283,-4.94377,1
18079,E01019063,50.37119,-4.97706,2
18080,E01019064,50.41623,-4.93528,3
18081,E01019065,50.39495,-4.93056,3
18082,E01019066,50.28453,-4.86546,4
18083,E01019067,50.31309,-4.80142,1
18084,E01019068,50.32402,-4.83297,2
18085,E01019069,50.36378,-4.89725,2
18086,E01019070,50.35801,-4.85427,5
18087,E01019071,50.33571,-4.88059,4
18088,E01019072,50.34276,-4.89346,3
18089,E01019073,50.35184,-4.83545,2
18090,E01019074,50.38416,-4.78027,3
18091,E01019075,50.37025,-4.80386,5
18092,E01019076,50.39027,-4.80202,5
18093,E01019077,49.92333,-6.30217,5
18094,E01019078,54.65296,-3.35772,4
18095,E01019079,54.67,-3.35467,5
18096,E01019080,54.67158,-3.34561,2
18097,E01019081,54.7747,-3.27114,4
18098,E01019082,54.76326,-3.34088,4
18099,E01019083,54.70265,-3.16952,2
18100,E01019084,54.66151,-3.44673,5
18101,E01019085,54.65805,-3.41678,1
18102,E01019086,54.69221,-3.3894,2
18103,E01019087,54.65564,-3.37281,3
18104,E01019088,54.66524,-3.3689,2
18105,E01019089,54.6393,-3.47719,4
18106,E01019090,54.62513,-3.31274,1
18107,E01019091,54.62118,-3.42511,3
18108,E01019092,54.53632,-3.17304,2
18109,E01019093,54.70307,-3.44132,3
18110,E01019094,54.73347,-3.44344,5
18111,E01019095,54.70661,-3.47435,3
18112,E01019096,54.71225,-3.48267,2
18113,E01019097,54.70626,-3.49019,2
18114,E01019098,54.69147,-3.45409,4
18115,E01019099,54.69088,-3.50525,4
18116,E01019100,54.61565,-3.55372,2
18117,E01019101,54.62054,-3.51333,3
18118,E01019102,54.81978,-3.36366,1
18119,E01019104,54.59876,-3.14462,1
18120,E01019106,54.55241,-3.06901,1
18121,E01019107,54.9305,-3.18697,2
18122,E01019108,54.62704,-3.55155,4
18123,E01019109,54.63174,-3.55057,1
18124,E01019110,54.63196,-3.54312,4
18125,E01019111,54.62628,-3.56522,3
18126,E01019112,54.61959,-3.56587,5
18127,E01019113,54.63362,-3.56415,5
18128,E01019114,54.71982,-3.49077,5
18129,E01019115,54.72133,-3.48541,3
18130,E01019116,54.6435,-3.53915,5
18131,E01019117,54.63686,-3.54853,3
18132,E01019118,54.64122,-3.54913,2
18133,E01019119,54.63398,-3.52692,1
18134,E01019120,54.64269,-3.56724,5
18135,E01019121,54.64312,-3.5557,3
18136,E01019122,54.65957,-3.54954,5
18137,E01019123,54.67165,-3.52649,2
18138,E01019124,54.65761,-3.53635,5
18139,E01019125,54.66578,-3.48076,3
18140,E01019126,54.86219,-3.39213,3
18141,E01019127,54.86591,-3.34707,4
18142,E01019128,54.78053,-3.3657,3
18143,E01019129,54.64791,-3.51135,4
18144,E01019130,54.87465,-3.12508,4
18145,E01019131,54.76137,-3.08858,2
18146,E01019132,54.85037,-3.19644,4
18147,E01019133,54.73756,-3.3068,5
18148,E01019134,54.81751,-3.15399,2
18149,E01019135,54.82276,-3.17205,2
18150,E01019136,54.82751,-3.15771,1
18151,E01019137,54.82,-3.16236,1
18152,E01019138,54.09934,-3.22026,1
18153,E01019139,54.10555,-3.23395,3
18154,E01019141,54.11256,-3.22562,4
18155,E01019142,54.1121,-3.21904,4
18156,E01019143,54.10823,-3.21962,1
18157,E01019144,54.18635,-3.20214,2
18158,E01019145,54.18596,-3.21376,5
18159,E01019146,54.17686,-3.16843,1
18160,E01019147,54.16024,-3.1815,5
18161,E01019148,54.14228,-3.17901,3
18162,E01019149,54.15412,-3.18837,1
18163,E01019150,54.15707,-3.16979,1
18164,E01019151,54.1518,-3.17273,2
18165,E01019152,54.1312,-3.21509,5
18166,E01019153,54.13552,-3.22136,3
18167,E01019154,54.15022,-3.20978,2
18168,E01019155,54.13682,-3.21002,4
